1N-Z,N,Z,A,EL,O,Mass Excess,Mass Excess Error,Mass Excess Experimental,Binding Energy/A,Binding Energy/A Error,Binding Energy/A Experimental,Beta Type,Beta-Decay Energy,Beta-Decay Energy Error,Beta-Decay Energy Experimental,Atomic Mass,Atomic Mass Error,Atomic Mass Experimental
19,49,30,79,Zn,,-53432.295,2.225,True,8450.582,0.027999999999999997,True,B-,9115.384,2.9010000000000002,True,78942638.068,2.388,True
17,48,31,79,Ga,,-62547.679000000004,1.868,True,8556.063,0.024,True,B-,6978.9130000000005,37.147,True,78932852.301,2.005,True
15,47,32,79,Ge,,-69526.592,37.181,True,8634.501,0.47100000000000003,True,B-,4109.457,37.455999999999996,True,78925360.129,39.915,True
13,46,33,79,As,,-73636.049,5.327999999999999,True,8676.616,0.067,True,B-,2281.41,5.331,True,78920948.445,5.718999999999999,True
11,45,34,79,Se,-n,-75917.459,0.223,True,8695.591999999999,0.003,True,B-,150.576,1.038,True,78918499.251,0.23800000000000002,True
9,44,35,79,Br,+n,-76068.035,1.021,True,8687.594000000001,0.013000000000000001,True,B-,-1625.7779999999998,3.333,True,78918337.60100001,1.095,True
7,43,36,79,Kr,-,-74442.257,3.486,True,8657.112,0.044000000000000004,True,B-,-3639.2709999999997,4.092,True,78920082.945,3.742,True
5,42,37,79,Rb,x,-70802.985,2.142,True,8601.142,0.027000000000000003,True,B-,-5326.096,8.652999999999999,True,78923989.864,2.3,True
3,41,38,79,Sr,x,-65476.889,8.383,True,8523.82,0.106,True,B-,-7659.056,79.62,True,78929707.66399999,9.0,True
1,40,39,79,Y,x,-57817.833,79.17699999999999,True,8416.966999999999,1.002,True,B-,-11048.0,310.0,False,78937930.0,85.0,True
-1,39,40,79,Zr,x,-46770.0,300.0,False,8267.0,4.0,False,B-,-15120.0,583.0,False,78949790.0,322.0,False
-3,38,41,79,Nb,x,-31650.0,500.0,False,8066.0,6.0,False,B-,,,True,78966022.0,537.0,False
24,52,28,80,Ni,x,-22630.0,700.0,False,8080.0,9.0,False,B-,13570.0,806.0,False,79975706.0,751.0,False
22,51,29,80,Cu,x,-36200.0,400.0,False,8240.0,5.0,False,B-,15449.0,400.0,False,79961138.0,429.0,False
20,50,30,80,Zn,,-51648.612,2.585,True,8423.545,0.032,True,B-,7575.055,3.877,True,79944552.93,2.7739999999999996,True
18,49,31,80,Ga,x,-59223.667,2.891,True,8508.454,0.036000000000000004,True,B-,10311.639000000001,3.5410000000000004,True,79936420.77399999,3.103,True
16,48,32,80,Ge,x,-69535.306,2.0540000000000003,True,8627.57,0.026000000000000002,True,B-,2679.187,3.915,True,79925350.77399999,2.205,True
14,47,33,80,As,x,-72214.493,3.333,True,8651.28,0.042,True,B-,5544.964,3.445,True,79922474.54800001,3.577,True
12,46,34,80,Se,,-77759.457,0.963,True,8710.813,0.012,True,B-,-1870.464,0.31,True,79916521.785,1.034,True
10,45,35,80,Br,-,-75888.993,1.012,True,8677.653,0.013000000000000001,True,B-,2004.3529999999998,1.1540000000000001,True,79918529.81,1.0859999999999999,True
8,44,36,80,Kr,,-77893.34599999999,0.691,True,8692.928,0.009000000000000001,True,B-,-5717.879,1.9869999999999999,True,79916378.04800001,0.742,True
6,43,37,80,Rb,x,-72175.467,1.8630000000000002,True,8611.675,0.023,True,B-,-1864.009,3.9330000000000003,True,79922516.44399999,2.0,True
4,42,38,80,Sr,x,-70311.459,3.464,True,8578.596,0.043,True,B-,-9163.306999999999,7.138999999999999,True,79924517.54,3.718,True
2,41,39,80,Y,x,-61148.152,6.242000000000001,True,8454.275,0.078,True,B-,-6788.0,300.0,False,79934354.755,6.7010000000000005,True
0,40,40,80,Zr,x,-54360.0,300.0,False,8360.0,4.0,False,B-,-15940.0,500.0,False,79941642.0,322.0,False
-2,39,41,80,Nb,x,-38420.0,400.0,False,8151.0,5.0,False,B-,,,True,79958754.0,429.0,False
23,52,29,81,Cu,x,-31420.0,500.0,False,8179.0,6.0,False,B-,14779.0,500.0,False,80966269.0,537.0,False
21,51,30,81,Zn,x,-46199.663,5.03,True,8351.925,0.062,True,B-,11428.292,5.996,True,80950402.619,5.4,True
19,50,31,81,Ga,x,-57627.954000000005,3.264,True,8483.357,0.04,True,B-,8663.733,3.8510000000000004,True,80938133.842,3.503,True
17,49,32,81,Ge,x,-66291.687,2.055,True,8580.658000000001,0.025,True,B-,6241.616999999999,3.344,True,80928832.942,2.205,True
15,48,33,81,As,,-72533.304,2.6439999999999997,True,8648.056,0.033,True,B-,3855.684,2.812,True,80922132.29,2.838,True
13,47,34,81,Se,,-76388.988,0.992,True,8685.999,0.012,True,B-,1588.046,1.389,True,80917993.044,1.065,True
11,46,35,81,Br,,-77977.034,0.978,True,8695.946,0.012,True,B-,-280.853,0.47100000000000003,True,80916288.206,1.0490000000000002,True
9,45,36,81,Kr,,-77696.181,1.074,True,8682.82,0.013000000000000001,True,B-,-2239.511,5.019,True,80916589.714,1.1520000000000001,True
7,44,37,81,Rb,,-75456.67,4.904,True,8645.513,0.061,True,B-,-3928.545,5.817,True,80918993.927,5.263999999999999,True
5,43,38,81,Sr,x,-71528.125,3.128,True,8587.354,0.039,True,B-,-5815.214,6.245,True,80923211.394,3.358,True
3,42,39,81,Y,x,-65712.912,5.405,True,8505.902,0.067,True,B-,-8252.773000000001,94.236,True,80929454.283,5.8020000000000005,True
1,41,40,81,Zr,x,-57460.139,94.081,True,8394.358,1.161,True,B-,-11100.0,411.0,False,80938314.0,101.0,True
-1,40,41,81,Nb,x,-46360.0,400.0,False,8248.0,5.0,False,B-,-14610.0,640.0,False,80950230.0,429.0,False
-3,39,42,81,Mo,x,-31750.0,500.0,False,8058.0,6.0,False,B-,,,True,80965915.0,537.0,False
24,53,29,82,Cu,x,-25320.0,600.0,False,8103.0,7.0,False,B-,16994.0,600.0,False,81972818.0,644.0,False
22,52,30,82,Zn,x,-42313.954000000005,3.074,True,8301.117,0.037000000000000005,True,B-,10616.764,3.9160000000000004,True,81954574.09899999,3.3,True
20,51,31,82,Ga,x,-52930.719000000005,2.426,True,8421.049,0.03,True,B-,12484.348,3.2960000000000003,True,81943176.533,2.6039999999999996,True
18,50,32,82,Ge,x,-65415.067,2.241,True,8563.756,0.027000000000000003,True,B-,4690.352,4.345,True,81929774.033,2.405,True
16,49,33,82,As,x,-70105.41900000001,3.7289999999999996,True,8611.414,0.045,True,B-,7488.463000000001,3.758,True,81924738.733,4.003,True
14,48,34,82,Se,,-77593.882,0.467,True,8693.196,0.006,True,B-,-95.221,1.077,True,81916699.537,0.5,True
12,47,35,82,Br,,-77498.661,0.971,True,8682.494,0.012,True,B-,3093.1240000000003,0.971,True,81916801.76,1.042,True
10,46,36,82,Kr,,-80591.78515,0.00549,True,8710.675,0.0,True,B-,-4403.982,3.009,True,81913481.1552,0.00589,True
8,45,37,82,Rb,IT,-76187.803,3.009,True,8647.427,0.037000000000000005,True,B-,-177.75099999999998,6.705,True,81918209.02399999,3.23,True
6,44,38,82,Sr,,-76010.053,5.992000000000001,True,8635.718,0.073,True,B-,-7945.960999999999,8.132,True,81918399.847,6.432,True
4,43,39,82,Y,x,-68064.091,5.499,True,8529.275,0.067,True,B-,-4432.804,12.457,True,81926930.18800001,5.902,True
2,42,40,82,Zr,x,-63631.287000000004,11.177999999999999,True,8465.676,0.136,True,B-,-11541.0,300.0,False,81931689.0,12.0,True
0,41,41,82,Nb,x,-52090.0,300.0,False,8315.0,4.0,False,B-,-11720.0,500.0,False,81944079.0,322.0,False
-2,40,42,82,Mo,x,-40370.0,400.0,False,8163.0,5.0,False,B-,,,True,81956661.0,429.0,False
23,53,30,83,Zn,x,-36290.0,300.0,False,8226.0,4.0,False,B-,12967.0,300.0,False,82961041.0,322.0,False
21,52,31,83,Ga,x,-49257.122,2.613,True,8372.575,0.031,True,B-,11719.312,3.5589999999999997,True,82947120.301,2.804,True
19,51,32,83,Ge,x,-60976.435,2.427,True,8504.345,0.028999999999999998,True,B-,8692.888,3.698,True,82934539.10100001,2.605,True
17,50,33,83,As,x,-69669.323,2.799,True,8599.653,0.034,True,B-,5671.206999999999,4.129,True,82925206.90100001,3.0039999999999996,True
15,49,34,83,Se,-n,-75340.53,3.036,True,8658.555,0.037000000000000005,True,B-,3673.179,4.8389999999999995,True,82919118.609,3.259,True
13,48,35,83,Br,,-79013.709,3.795,True,8693.384,0.046,True,B-,976.924,3.795,True,82915175.28899999,4.073,True
11,47,36,83,Kr,,-79990.633,0.009000000000000001,True,8695.729,0.0,True,B-,-920.0039999999999,2.329,True,82914126.518,0.009000000000000001,True
9,46,37,83,Rb,,-79070.63,2.329,True,8675.218,0.027999999999999997,True,B-,-2273.024,6.4239999999999995,True,82915114.182,2.5,True
7,45,38,83,Sr,,-76797.606,6.834,True,8638.407,0.08199999999999999,True,B-,-4591.941,19.844,True,82917554.374,7.336,True
5,44,39,83,Y,x,-72205.665,18.631,True,8573.655999999999,0.22399999999999998,True,B-,-6294.012,19.707,True,82922484.025,20.0,True
3,43,40,83,Zr,x,-65911.65400000001,6.43,True,8488.399,0.077,True,B-,-8355.571,151.039,True,82929240.925,6.902,True
1,42,41,83,Nb,x,-57556.083,150.90200000000002,True,8378.304,1.818,True,B-,-11216.0,428.0,False,82938211.0,162.0,True
-1,41,42,83,Mo,x,-46340.0,401.0,False,8234.0,5.0,False,B-,-15020.0,641.0,False,82950252.0,430.0,False
-3,40,43,83,Tc,x,-31320.0,500.0,False,8043.0,6.0,False,B-,,,True,82966377.0,537.0,False
24,54,30,84,Zn,x,-31930.0,400.0,False,8172.0,5.0,False,B-,12158.0,447.0,False,83965722.0,429.0,False
22,53,31,84,Ga,x,-44088.0,200.0,False,8307.0,2.0,False,B-,14061.0,200.0,False,83952670.0,215.0,False
20,52,32,84,Ge,x,-58148.428,3.1710000000000003,True,8465.524,0.038,True,B-,7705.132,4.479,True,83937575.091,3.403,True
18,51,33,84,As,x,-65853.56,3.1710000000000003,True,8547.938,0.038,True,B-,10094.161,3.722,True,83929303.29100001,3.403,True
16,50,34,84,Se,,-75947.72099999999,1.9609999999999999,True,8658.793,0.023,True,B-,1835.3629999999998,25.765,True,83918466.762,2.105,True
14,49,35,84,Br,,-77783.084,25.73,True,8671.329,0.306,True,B-,4656.251,25.73,True,83916496.419,27.622,True
12,48,36,84,Kr,,-82439.3351,0.00379,True,8717.446,0.0,True,B-,-2680.3709999999996,2.194,True,83911497.72863,0.004070000000000001,True
10,47,37,84,Rb,,-79758.964,2.194,True,8676.224,0.026000000000000002,True,B-,890.6060000000001,2.336,True,83914375.225,2.355,True
8,46,38,84,Sr,,-80649.57,1.2429999999999999,True,8677.511999999999,0.015,True,B-,-6755.139,4.4110000000000005,True,83913419.12,1.334,True
6,45,39,84,Y,,-73894.431,4.2989999999999995,True,8587.78,0.051,True,B-,-2472.745,6.977,True,83920671.061,4.615,True
4,44,40,84,Zr,x,-71421.686,5.499,True,8549.029,0.065,True,B-,-10202.968,14.152999999999999,True,83923325.662,5.903,True
2,43,41,84,Nb,x,-61218.717000000004,13.040999999999999,True,8418.252,0.155,True,B-,-7049.0,298.0,False,83934279.0,14.0,True
0,42,42,84,Mo,x,-54170.0,298.0,False,8325.0,4.0,False,B-,-16470.0,499.0,False,83941846.0,320.0,False
-2,41,43,84,Tc,x,-37700.0,400.0,False,8120.0,5.0,False,B-,,,True,83959527.0,429.0,False
25,55,30,85,Zn,x,-25230.0,500.0,False,8092.0,6.0,False,B-,14619.0,582.0,False,84972914.0,537.0,False
23,54,31,85,Ga,x,-39849.0,298.0,False,8255.0,4.0,False,B-,13274.0,298.0,False,84957220.0,320.0,False
21,53,32,85,Ge,x,-53123.42,3.7289999999999996,True,8401.768,0.044000000000000004,True,B-,10065.724,4.83,True,84942969.659,4.003,True
19,52,33,85,As,x,-63189.144,3.0780000000000003,True,8510.984,0.036000000000000004,True,B-,9224.492,4.031000000000001,True,84932163.659,3.304,True
17,51,34,85,Se,+3p,-72413.636,2.613,True,8610.304,0.031,True,B-,6161.8330000000005,4.031000000000001,True,84922260.759,2.804,True
15,50,35,85,Br,+n2p,-78575.469,3.0780000000000003,True,8673.591999999999,0.036000000000000004,True,B-,2904.861,3.6710000000000003,True,84915645.759,3.304,True
13,49,36,85,Kr,+,-81480.33099999999,2.0,True,8698.562,0.024,True,B-,687.0,2.0,True,84912527.262,2.147,True
11,48,37,85,Rb,,-82167.3305,0.00498,True,8697.440999999999,0.0,True,B-,-1064.0510000000002,2.813,True,84911789.7376,0.00534,True
9,47,38,85,Sr,,-81103.28,2.813,True,8675.718,0.033,True,B-,-3261.157,19.173,True,84912932.043,3.02,True
7,46,39,85,Y,x,-77842.12299999999,18.965,True,8628.148000000001,0.223,True,B-,-4666.934,20.026,True,84916433.03899999,20.36,True
5,45,40,85,Zr,x,-73175.189,6.43,True,8564.039,0.076,True,B-,-6895.514,7.625,True,84921443.198,6.902,True
3,44,41,85,Nb,x,-66279.67599999999,4.099,True,8473.711,0.048,True,B-,-8769.923,16.357,True,84928845.837,4.4,True
1,43,42,85,Mo,x,-57509.753,15.835,True,8361.331,0.18600000000000003,True,B-,-11660.0,400.0,False,84938260.737,17.0,True
-1,42,43,85,Tc,x,-45850.0,400.0,False,8215.0,5.0,False,B-,-14900.0,640.0,False,84950778.0,429.0,False
-3,41,44,85,Ru,x,-30950.0,500.0,False,8030.0,6.0,False,B-,,,True,84966774.0,537.0,False
24,55,31,86,Ga,x,-34080.0,400.0,False,8186.0,5.0,False,B-,15320.0,593.0,False,85963414.0,429.0,False
22,54,32,86,Ge,x,-49399.922,437.80199999999996,True,8354.629,5.091,True,B-,9562.221,437.816,True,85946967.0,470.0,True
20,53,33,86,As,x,-58962.142,3.45,True,8456.721,0.04,True,B-,11541.024,4.2669999999999995,True,85936701.53299999,3.7030000000000003,True
18,52,34,86,Se,x,-70503.167,2.52,True,8581.822,0.028999999999999998,True,B-,5129.085,3.972,True,85924311.733,2.705,True
16,51,35,86,Br,+pp,-75632.25200000001,3.0780000000000003,True,8632.365,0.036000000000000004,True,B-,7633.414000000001,3.0780000000000003,True,85918805.433,3.304,True
14,50,36,86,Kr,,-83265.66563999999,0.0036899999999999997,True,8712.029,0.0,True,B-,-518.672,0.2,True,85910610.62627,0.00396,True
12,49,37,86,Rb,-n,-82746.993,0.2,True,8696.901,0.002,True,B-,1776.096,0.2,True,85911167.44299999,0.214,True
10,48,38,86,Sr,,-84523.08935,0.005220000000000001,True,8708.456,0.0,True,B-,-5240.0,14.142000000000001,True,85909260.72631,0.00561,True
8,47,39,86,Y,-,-79283.089,14.142000000000001,True,8638.428,0.16399999999999998,True,B-,-1314.075,14.585,True,85914886.09799999,15.182,True
6,46,40,86,Zr,,-77969.01400000001,3.5660000000000003,True,8614.051,0.040999999999999995,True,B-,-8834.96,6.5520000000000005,True,85916296.815,3.827,True
4,45,41,86,Nb,x,-69134.054,5.499,True,8502.222,0.064,True,B-,-5023.81,6.642,True,85925781.535,5.903,True
2,44,42,86,Mo,x,-64110.245,3.7260000000000004,True,8434.709,0.043,True,B-,-12540.0,300.0,False,85931174.817,4.0,True
0,43,43,86,Tc,x,-51570.0,300.0,False,8280.0,3.0,False,B-,-11800.0,500.0,False,85944637.0,322.0,False
-2,42,44,86,Ru,x,-39770.0,400.0,False,8133.0,5.0,False,B-,,,True,85957305.0,429.0,False
25,56,31,87,Ga,x,-29250.0,500.0,False,8129.0,6.0,False,B-,14828.0,583.0,False,86968599.0,537.0,False
23,55,32,87,Ge,x,-44078.0,300.0,False,8290.0,3.0,False,B-,11540.0,300.0,False,86952680.0,322.0,False
21,54,33,87,As,x,-55617.907,2.985,True,8413.851,0.034,True,B-,10808.218,3.7260000000000004,True,86940291.718,3.2039999999999997,True
19,53,34,87,Se,x,-66426.125,2.241,True,8529.091,0.026000000000000002,True,B-,7465.552,3.877,True,86928688.61799999,2.405,True
17,52,35,87,Br,2p-n,-73891.67599999999,3.1710000000000003,True,8605.91,0.036000000000000004,True,B-,6817.845,3.181,True,86920674.01799999,3.404,True
15,51,36,87,Kr,-n,-80709.522,0.24600000000000002,True,8675.283000000001,0.003,True,B-,3888.2690000000002,0.24600000000000002,True,86913354.759,0.264,True
13,50,37,87,Rb,,-84597.791,0.006,True,8710.983,0.0,True,B-,282.275,0.006,True,86909180.531,0.006,True
11,49,38,87,Sr,,-84880.06595,0.0051,True,8705.235999999999,0.0,True,B-,-1861.69,1.128,True,86908877.49615,0.00548,True
9,48,39,87,Y,-,-83018.37599999999,1.128,True,8674.844000000001,0.013000000000000001,True,B-,-3671.239,4.296,True,86910876.10200001,1.21,True
7,47,40,87,Zr,,-79347.137,4.146,True,8623.654,0.048,True,B-,-5472.651,7.962999999999999,True,86914817.339,4.45,True
5,46,41,87,Nb,x,-73874.48599999999,6.8020000000000005,True,8551.757,0.078,True,B-,-6989.678000000001,7.377999999999999,True,86920692.472,7.3020000000000005,True
3,45,42,87,Mo,,-66884.808,2.8569999999999998,True,8462.424,0.033,True,B-,-9194.764000000001,5.073,True,86928196.201,3.0669999999999997,True
1,44,43,87,Tc,x,-57690.044,4.192,True,8347.744,0.048,True,B-,-12170.0,400.0,False,86938067.187,4.5,True
-1,43,44,87,Ru,x,-45520.0,400.0,False,8199.0,5.0,False,B-,,,True,86951132.0,429.0,False
24,56,32,88,Ge,x,-40138.0,400.0,False,8243.0,5.0,False,B-,10582.0,445.0,False,87956910.0,429.0,False
22,55,33,88,As,x,-50720.0,196.0,False,8354.0,2.0,False,B-,13164.0,196.0,False,87945550.0,210.0,False
20,54,34,88,Se,x,-63884.195,3.3569999999999998,True,8495.004,0.038,True,B-,6831.763000000001,4.613,True,87931417.491,3.6039999999999996,True
18,53,35,88,Br,++,-70715.959,3.1710000000000003,True,8563.747,0.036000000000000004,True,B-,8975.327,4.106,True,87924083.29100001,3.404,True
16,52,36,88,Kr,x,-79691.286,2.608,True,8656.849,0.03,True,B-,2917.7090000000003,2.613,True,87914447.881,2.8,True
14,51,37,88,Rb,,-82608.995,0.159,True,8681.115,0.002,True,B-,5312.6230000000005,0.159,True,87911315.591,0.171,True
12,50,38,88,Sr,,-87921.61793,0.00558,True,8732.595,0.0,True,B-,-3622.6,1.5,True,87905612.25561,0.00599,True
10,49,39,88,Y,-,-84299.01800000001,1.5,True,8682.539,0.017,True,B-,-670.1469999999999,5.608,True,87909501.27600001,1.61,True
8,48,40,88,Zr,,-83628.871,5.403,True,8666.033000000001,0.061,True,B-,-7455.284000000001,58.886,True,87910220.70899999,5.8,True
6,47,41,88,Nb,,-76173.586,58.81,True,8572.424,0.6679999999999999,True,B-,-3487.042,58.933,True,87918224.287,63.13399999999999,True
4,46,42,88,Mo,x,-72686.54400000001,3.819,True,8523.908000000001,0.043,True,B-,-11005.229,149.088,True,87921967.781,4.1,True
2,45,43,88,Tc,x,-61681.315,149.039,True,8389.958,1.694,True,B-,-7342.0,335.0,False,87933782.381,160.0,True
0,44,44,88,Ru,x,-54340.0,300.0,False,8298.0,3.0,False,B-,-17479.0,500.0,False,87941664.0,322.0,False
-2,43,45,88,Rh,x,-36860.0,400.0,False,8090.0,5.0,False,B-,,,True,87960429.0,429.0,False
25,57,32,89,Ge,x,-33729.0,400.0,False,8169.0,4.0,False,B-,13069.0,499.0,False,88963790.0,429.0,False
23,56,33,89,As,x,-46798.0,298.0,False,8307.0,3.0,False,B-,12194.0,298.0,False,88949760.0,320.0,False
21,55,34,89,Se,x,-58992.390999999996,3.7289999999999996,True,8435.279,0.042,True,B-,9281.872,4.9510000000000005,True,88936669.059,4.003,True
19,54,35,89,Br,x,-68274.26299999999,3.264,True,8530.779,0.037000000000000005,True,B-,8261.521999999999,3.904,True,88926704.559,3.5039999999999996,True
17,53,36,89,Kr,x,-76535.785,2.142,True,8614.815,0.024,True,B-,5176.604,5.834,True,88917835.45,2.3,True
15,52,37,89,Rb,,-81712.38799999999,5.4270000000000005,True,8664.189,0.061,True,B-,4496.628,5.4270000000000005,True,88912278.13700001,5.825,True
13,51,38,89,Sr,,-86209.01699999999,0.092,True,8705.921999999999,0.001,True,B-,1499.336,1.615,True,88907450.808,0.098,True
11,50,39,89,Y,,-87708.352,1.6119999999999999,True,8713.978000000001,0.018000000000000002,True,B-,-2832.792,2.7760000000000002,True,88905841.205,1.73,True
9,49,40,89,Zr,,-84875.561,3.083,True,8673.359,0.035,True,B-,-4250.351,23.743000000000002,True,88908882.332,3.31,True
7,48,41,89,Nb,,-80625.209,23.631,True,8616.812,0.266,True,B-,-5610.275,23.953000000000003,True,88913445.27200001,25.369,True
5,47,42,89,Mo,x,-75014.935,3.912,True,8544.984,0.044000000000000004,True,B-,-7620.0869999999995,5.4670000000000005,True,88919468.15,4.2,True
3,46,43,89,Tc,x,-67394.848,3.819,True,8450.575,0.043,True,B-,-9135.0,298.0,False,88927648.65,4.1,True
1,45,44,89,Ru,x,-58260.0,298.0,False,8339.0,3.0,False,B-,-12400.0,468.0,False,88937455.0,320.0,False
-1,44,45,89,Rh,-p,-45861.0,361.0,False,8191.0,4.0,False,B-,,,True,88950767.0,387.0,False
26,58,32,90,Ge,x,-29221.0,500.0,False,8118.0,6.0,False,B-,12109.0,640.0,False,89968630.0,537.0,False
24,57,33,90,As,x,-41330.0,400.0,False,8244.0,4.0,False,B-,14470.0,518.0,False,89955630.0,429.0,False
22,56,34,90,Se,x,-55800.217000000004,329.749,True,8395.766,3.6639999999999997,True,B-,8200.081,329.76599999999996,True,89940096.0,354.0,True
20,55,35,90,Br,x,-64000.297999999995,3.3569999999999998,True,8478.186,0.037000000000000005,True,B-,10958.952,3.84,True,89931292.85,3.6039999999999996,True
18,54,36,90,Kr,x,-74959.25,1.8630000000000002,True,8591.259,0.021,True,B-,4405.154,6.746,True,89919527.93,2.0,True
16,53,37,90,Rb,,-79364.40400000001,6.484,True,8631.511999999999,0.07200000000000001,True,B-,6583.723000000001,6.544,True,89914798.80299999,6.96,True
14,52,38,90,Sr,,-85948.127,2.124,True,8695.972,0.024,True,B-,545.934,1.406,True,89907730.885,2.28,True
12,51,39,90,Y,,-86494.06199999999,1.611,True,8693.345,0.018000000000000002,True,B-,2278.474,1.609,True,89907144.8,1.729,True
10,50,40,90,Zr,,-88772.535,0.11800000000000001,True,8709.969000000001,0.001,True,B-,-6111.016,3.3160000000000003,True,89904698.75799999,0.126,True
8,49,41,90,Nb,,-82661.519,3.3169999999999997,True,8633.376,0.037000000000000005,True,B-,-2489.016,3.3160000000000003,True,89911259.204,3.5610000000000004,True
6,48,42,90,Mo,,-80172.503,3.463,True,8597.028,0.038,True,B-,-9447.815999999999,3.611,True,89913931.27200001,3.717,True
4,47,43,90,Tc,x,-70724.687,1.025,True,8483.359,0.011000000000000001,True,B-,-5840.895,3.8689999999999998,True,89924073.921,1.1,True
2,46,44,90,Ru,,-64883.792,3.73,True,8409.768,0.040999999999999995,True,B-,-13184.0,300.0,False,89930344.379,4.004,True
0,45,45,90,Rh,x,-51700.0,300.0,False,8255.0,3.0,False,B-,-11990.0,500.0,False,89944498.0,322.0,False
-2,44,46,90,Pd,x,-39710.0,400.0,False,8113.0,4.0,False,B-,,,True,89957370.0,429.0,False
25,58,33,91,As,x,-36896.0,400.0,False,8193.0,4.0,False,B-,13684.0,589.0,False,90960390.0,429.0,False
23,57,34,91,Se,x,-50580.124,433.145,True,8334.837,4.76,True,B-,10527.169,433.159,True,90945700.0,465.0,True
21,56,35,91,Br,-n2p,-61107.294,3.5439999999999996,True,8441.923,0.039,True,B-,9866.671,4.19,True,90934398.61799999,3.804,True
19,55,36,91,Kr,x,-70973.965,2.2359999999999998,True,8541.751,0.025,True,B-,6771.071999999999,8.115,True,90923806.31,2.4,True
17,54,37,91,Rb,,-77745.037,7.801,True,8607.561,0.086,True,B-,5906.89,8.873,True,90916537.265,8.375,True
15,53,38,91,Sr,,-83651.927,5.452999999999999,True,8663.875,0.06,True,B-,2699.369,5.247000000000001,True,90910195.95799999,5.853,True
13,52,39,91,Y,,-86351.295,1.8430000000000002,True,8684.940999999999,0.02,True,B-,1544.271,1.84,True,90907298.066,1.9780000000000002,True
11,51,40,91,Zr,,-87895.56599999999,0.105,True,8693.314,0.001,True,B-,-1257.565,2.924,True,90905640.22299999,0.11199999999999999,True
