1N-Z,N,Z,A,EL,O,Mass Excess,Mass Excess Error,Mass Excess Experimental,Binding Energy/A,Binding Energy/A Error,Binding Energy/A Experimental,Beta Type,Beta-Decay Energy,Beta-Decay Energy Error,Beta-Decay Energy Experimental,Atomic Mass,Atomic Mass Error,Atomic Mass Experimental
13,38,25,63,Mn,x,-46887.053,3.7260000000000004,True,8505.101,0.059000000000000004,True,B-,8748.568000000001,5.692,True,62949664.675,4.0,True
11,37,26,63,Fe,,-55635.621,4.302,True,8631.549,0.068,True,B-,6215.819,19.067,True,62940272.7,4.618,True
9,36,27,63,Co,,-61851.44,18.575,True,8717.795,0.295,True,B-,3661.335,18.57,True,62933599.743999995,19.941,True
7,35,28,63,Ni,,-65512.775,0.44,True,8763.493,0.006999999999999999,True,B-,66.977,0.015,True,62929669.139,0.47200000000000003,True
5,34,29,63,Cu,,-65579.75200000001,0.44,True,8752.138,0.006999999999999999,True,B-,-3366.355,1.546,True,62929597.236,0.47200000000000003,True
3,33,30,63,Zn,,-62213.397000000004,1.561,True,8686.285,0.025,True,B-,-5666.304,2.0340000000000003,True,62933211.166999996,1.676,True
1,32,31,63,Ga,x,-56547.093,1.304,True,8583.926,0.021,True,B-,-9625.877,37.283,True,62939294.195,1.4,True
-1,31,32,63,Ge,x,-46921.21599999999,37.26,True,8418.716,0.591,True,B-,-13421.0,204.0,False,62949628.0,40.0,True
-3,30,33,63,As,x,-33500.0,200.0,False,8193.0,3.0,False,B-,,,True,62964036.0,215.0,False
20,42,22,64,Ti,x,-1025.0,600.0,False,7818.0,9.0,False,B-,15295.0,721.0,False,63998900.0,644.0,False
18,41,23,64,V,x,-16320.0,400.0,False,8045.0,6.0,False,B-,17160.0,594.0,False,63982480.0,429.0,False
16,40,24,64,Cr,x,-33479.757000000005,439.665,True,8301.058,6.87,True,B-,9509.277,439.67900000000003,True,63964058.0,472.0,True
14,39,25,64,Mn,x,-42989.035,3.54,True,8437.417,0.055,True,B-,11980.51,6.14,True,63953849.37,3.8,True
12,38,26,64,Fe,x,-54969.544,5.0169999999999995,True,8612.388,0.078,True,B-,4822.785,20.625,True,63940987.763000004,5.386,True
10,37,27,64,Co,+,-59792.329000000005,20.006,True,8675.52,0.313,True,B-,7306.592,20.0,True,63935810.291,21.476,True
8,36,28,64,Ni,,-67098.921,0.475,True,8777.461,0.006999999999999999,True,B-,-1674.376,0.225,True,63927966.341000006,0.51,True
6,35,29,64,Cu,,-65424.545,0.44799999999999995,True,8739.075,0.006999999999999999,True,B-,579.469,0.65,True,63929763.857,0.48100000000000004,True
4,34,30,64,Zn,,-66004.01400000001,0.647,True,8735.905,0.01,True,B-,-7171.194,1.483,True,63929141.772,0.6940000000000001,True
2,33,31,64,Ga,,-58832.820999999996,1.429,True,8611.631,0.022000000000000002,True,B-,-4517.325,3.991,True,63936840.365,1.5330000000000001,True
0,32,32,64,Ge,x,-54315.496,3.7260000000000004,True,8528.823,0.057999999999999996,True,B-,-14783.0,203.0,False,63941689.913,4.0,True
-2,31,33,64,As,-p,-39532.0,203.0,False,8286.0,3.0,False,B-,-12832.0,543.0,False,63957560.0,218.0,False
-4,30,34,64,Se,x,-26700.0,503.0,False,8073.0,8.0,False,B-,,,True,63971336.0,540.0,False
19,42,23,65,V,x,-11780.0,500.0,False,7976.0,8.0,False,B-,16440.0,583.0,False,64987354.0,537.0,False
17,41,24,65,Cr,x,-28220.0,300.0,False,8217.0,5.0,False,B-,12748.0,300.0,False,64969705.0,322.0,False
15,40,25,65,Mn,x,-40967.339,3.7260000000000004,True,8400.681,0.057,True,B-,10250.556999999999,6.3260000000000005,True,64956019.75,4.0,True
13,39,26,65,Fe,x,-51217.895,5.112,True,8546.346,0.079,True,B-,7967.303000000001,5.52,True,64945015.32399999,5.487,True
11,38,27,65,Co,x,-59185.198,2.083,True,8656.884,0.032,True,B-,5940.486999999999,2.141,True,64936462.073,2.235,True
9,37,28,65,Ni,-n,-65125.685,0.495,True,8736.24,0.008,True,B-,2137.975,0.706,True,64930084.697,0.531,True
7,36,29,65,Cu,,-67263.66,0.65,True,8757.096,0.01,True,B-,-1351.64,0.36,True,64927789.486999996,0.6970000000000001,True
5,35,30,65,Zn,,-65912.019,0.65,True,8724.265,0.01,True,B-,-3254.513,0.662,True,64929240.532,0.6970000000000001,True
3,34,31,65,Ga,,-62657.507000000005,0.815,True,8662.16,0.013000000000000001,True,B-,-6179.291,2.313,True,64932734.395,0.8740000000000001,True
1,33,32,65,Ge,,-56478.21599999999,2.165,True,8555.058,0.033,True,B-,-9541.165,84.794,True,64939368.136999995,2.323,True
-1,32,33,65,As,x,-46937.051,84.766,True,8396.234,1.304,True,B-,-13917.0,312.0,False,64949611.0,91.0,True
-3,31,34,65,Se,x,-33020.0,300.0,False,8170.0,5.0,False,B-,,,True,64964552.0,322.0,False
20,43,23,66,V,x,-5610.0,500.0,False,7884.0,8.0,False,B-,19110.0,640.0,False,65993977.0,537.0,False
18,42,24,66,Cr,x,-24720.0,400.0,False,8161.0,6.0,False,B-,12030.0,400.0,False,65973462.0,429.0,False
16,41,25,66,Mn,x,-36750.387,11.177999999999999,True,8331.798,0.16899999999999998,True,B-,13317.452,11.905999999999999,True,65960546.834,12.0,True
14,40,26,66,Fe,x,-50067.83900000001,4.099,True,8521.724,0.062,True,B-,6340.694,14.561,True,65946249.96,4.4,True
12,39,27,66,Co,x,-56408.532999999996,13.972000000000001,True,8605.940999999999,0.212,True,B-,9597.752,14.042,True,65939442.945,15.0,True
10,38,28,66,Ni,x,-66006.285,1.3969999999999998,True,8739.508,0.021,True,B-,251.987,1.5430000000000001,True,65929139.334,1.5,True
8,37,29,66,Cu,,-66258.272,0.655,True,8731.472,0.01,True,B-,2640.888,0.9309999999999999,True,65928868.813999996,0.703,True
6,36,30,66,Zn,,-68899.16,0.7490000000000001,True,8759.632,0.011000000000000001,True,B-,-5175.5,0.8,True,65926033.703999996,0.804,True
4,35,31,66,Ga,-,-63723.66,1.0959999999999999,True,8669.360999999999,0.017,True,B-,-2116.6279999999997,2.639,True,65931589.831999995,1.176,True
2,34,32,66,Ge,x,-61607.032,2.401,True,8625.437,0.036000000000000004,True,B-,-9581.955,6.167999999999999,True,65933862.126,2.577,True
0,33,33,66,As,x,-52025.077000000005,5.682,True,8468.403,0.086,True,B-,-10365.0,200.0,False,65944148.779,6.1,True
-2,32,34,66,Se,x,-41660.0,200.0,False,8300.0,3.0,False,B-,,,True,65955276.0,215.0,False
21,44,23,67,V,x,-650.0,600.0,False,7812.0,9.0,False,B-,18030.0,721.0,False,66999302.0,644.0,False
19,43,24,67,Cr,x,-18680.0,400.0,False,8070.0,6.0,False,B-,14780.0,500.0,False,66979946.0,429.0,False
17,42,25,67,Mn,x,-33460.0,300.0,False,8279.0,4.0,False,B-,12150.0,404.0,False,66964079.0,322.0,False
15,41,26,67,Fe,x,-45610.155,270.285,True,8448.469000000001,4.034,True,B-,9711.62,270.362,True,66951035.482,290.163,True
13,40,27,67,Co,x,-55321.775,6.443,True,8581.741,0.096,True,B-,8420.905,7.061,True,66940609.628,6.917000000000001,True
11,39,28,67,Ni,x,-63742.68,2.888,True,8695.75,0.043,True,B-,3576.8320000000003,3.023,True,66931569.414,3.1,True
9,38,29,67,Cu,,-67319.51299999999,0.894,True,8737.458,0.013000000000000001,True,B-,560.8,0.83,True,66927729.526,0.9590000000000001,True
7,37,30,67,Zn,,-67880.313,0.76,True,8734.152,0.011000000000000001,True,B-,-1001.265,1.122,True,66927127.482,0.815,True
5,36,31,67,Ga,,-66879.048,1.181,True,8707.530999999999,0.018000000000000002,True,B-,-4220.819,4.7989999999999995,True,66928202.383999996,1.268,True
3,35,32,67,Ge,-n2p,-62658.23,4.6610000000000005,True,8632.857,0.07,True,B-,-6071.005,4.6819999999999995,True,66932733.62,5.003,True
1,34,33,67,As,,-56587.225,0.44299999999999995,True,8530.568000000001,0.006999999999999999,True,B-,-10006.936,67.069,True,66939251.111,0.475,True
-1,33,34,67,Se,x,-46580.289000000004,67.068,True,8369.534,1.001,True,B-,-13790.0,405.0,False,66949994.0,72.0,True
-3,32,35,67,Br,x,-32790.0,400.0,False,8152.0,6.0,False,B-,,,True,66964798.0,429.0,False
20,44,24,68,Cr,x,-14800.0,500.0,False,8013.0,7.0,False,B-,13580.0,640.0,False,67984112.0,537.0,False
18,43,25,68,Mn,x,-28380.0,400.0,False,8201.0,6.0,False,B-,15107.0,541.0,False,67969533.0,429.0,False
16,42,26,68,Fe,x,-43486.914000000004,365.259,True,8411.698,5.371,True,B-,8443.751,411.48900000000003,True,67953314.875,392.121,True
14,41,27,68,Co,x,-51930.665,189.497,True,8524.366,2.787,True,B-,11533.15,189.52,True,67944250.135,203.433,True
12,40,28,68,Ni,x,-63463.814000000006,2.9810000000000003,True,8682.466,0.044000000000000004,True,B-,2103.22,3.375,True,67931868.78899999,3.2,True
10,39,29,68,Cu,x,-65567.035,1.584,True,8701.89,0.023,True,B-,4440.057,1.767,True,67929610.889,1.7,True
8,38,30,68,Zn,,-70007.092,0.784,True,8755.68,0.012,True,B-,-2921.1,1.2,True,67924844.29100001,0.841,True
6,37,31,68,Ga,-,-67085.992,1.433,True,8701.218,0.021,True,B-,-107.20299999999999,2.3609999999999998,True,67927980.221,1.538,True
4,36,32,68,Ge,x,-66978.789,1.876,True,8688.136,0.027999999999999997,True,B-,-8084.27,2.6319999999999997,True,67928095.308,2.0140000000000002,True
2,35,33,68,As,,-58894.519,1.8459999999999999,True,8557.745,0.027000000000000003,True,B-,-4705.0779999999995,1.911,True,67936774.13,1.9809999999999999,True
0,34,34,68,Se,x,-54189.441,0.496,True,8477.046999999999,0.006999999999999999,True,B-,-15398.0,259.0,False,67941825.239,0.532,True
-2,33,35,68,Br,-p,-38791.0,259.0,False,8239.0,4.0,False,B-,,,True,67958356.0,278.0,False
21,45,24,69,Cr,x,-8580.0,500.0,False,7924.0,7.0,False,B-,16190.0,640.0,False,68990789.0,537.0,False
19,44,25,69,Mn,x,-24770.0,400.0,False,8147.0,6.0,False,B-,14259.0,565.0,False,68973408.0,429.0,False
17,43,26,69,Fe,x,-39030.0,400.0,False,8342.0,6.0,False,B-,11250.0,424.0,False,68958100.0,429.0,False
15,42,27,69,Co,x,-50279.157,140.506,True,8493.865,2.036,True,B-,9699.492,140.556,True,68946023.102,150.839,True
13,41,28,69,Ni,x,-59978.648,3.7260000000000004,True,8623.099,0.054000000000000006,True,B-,5757.564,3.9789999999999996,True,68935610.268,4.0,True
11,40,29,69,Cu,x,-65736.213,1.3969999999999998,True,8695.204,0.02,True,B-,2681.632,1.61,True,68929429.268,1.5,True
9,39,30,69,Zn,-n,-68417.845,0.8,True,8722.729,0.012,True,B-,909.9639999999999,1.426,True,68926550.418,0.858,True
7,38,31,69,Ga,,-69327.80900000001,1.197,True,8724.579,0.017,True,B-,-2227.146,0.55,True,68925573.531,1.285,True
5,37,32,69,Ge,,-67100.663,1.318,True,8680.963,0.019,True,B-,-3988.492,31.982,True,68927964.471,1.4140000000000001,True
3,36,33,69,As,,-63112.170999999995,31.999000000000002,True,8611.821,0.46399999999999997,True,B-,-6677.465,32.021,True,68932246.294,34.352,True
1,35,34,69,Se,,-56434.706,1.49,True,8503.707,0.022000000000000002,True,B-,-10175.235999999999,42.028999999999996,True,68939414.847,1.599,True
-1,34,35,69,Br,-p,-46259.47,42.003,True,8344.902,0.609,True,B-,-13825.0,403.0,False,68950338.413,45.092,True
-3,33,36,69,Kr,x,-32435.0,401.0,False,8133.0,6.0,False,B-,,,True,68965180.0,430.0,False
22,46,24,70,Cr,x,-4480.0,600.0,False,7867.0,9.0,False,B-,15020.0,781.0,False,69995191.0,644.0,False
20,45,25,70,Mn,x,-19500.0,500.0,False,8070.0,7.0,False,B-,17010.0,640.0,False,69979066.0,537.0,False
18,44,26,70,Fe,x,-36510.0,400.0,False,8302.0,6.0,False,B-,10120.0,500.0,False,69960805.0,429.0,False
16,43,27,70,Co,x,-46630.0,300.0,False,8436.0,4.0,False,B-,12584.0,300.0,False,69949941.0,322.0,False
14,42,28,70,Ni,x,-59213.86,2.144,True,8604.291,0.031,True,B-,3762.513,2.401,True,69936431.303,2.301,True
12,41,29,70,Cu,x,-62976.373,1.082,True,8646.865,0.015,True,B-,6588.361999999999,2.202,True,69932392.079,1.161,True
10,40,30,70,Zn,,-69564.735,1.9180000000000001,True,8729.808,0.027000000000000003,True,B-,-654.595,1.574,True,69925319.18100001,2.0580000000000003,True
8,39,31,70,Ga,,-68910.14,1.2009999999999998,True,8709.28,0.017,True,B-,1651.736,1.462,True,69926021.917,1.2890000000000001,True
6,38,32,70,Ge,,-70561.87599999999,0.838,True,8721.7,0.012,True,B-,-6220.0,50.0,True,69924248.706,0.9,True
4,37,33,70,As,-,-64341.876,50.007,True,8621.666,0.7140000000000001,True,B-,-2411.985,50.032,True,69930926.15100001,53.684,True
2,36,34,70,Se,x,-61929.890999999996,1.584,True,8576.033000000001,0.023,True,B-,-10504.271999999999,14.988,True,69933515.523,1.7,True
0,35,35,70,Br,x,-51425.619000000006,14.904000000000002,True,8414.796,0.213,True,B-,-10325.0,201.0,False,69944792.323,16.0,True
-2,34,36,70,Kr,x,-41100.0,200.0,False,8256.0,3.0,False,B-,,,True,69955877.0,215.0,False
21,46,25,71,Mn,x,-15570.0,500.0,False,8015.0,7.0,False,B-,15860.0,640.0,False,70983285.0,537.0,False
19,45,26,71,Fe,x,-31430.0,400.0,False,8227.0,6.0,False,B-,12940.0,613.0,False,70966259.0,429.0,False
17,44,27,71,Co,x,-44369.926,465.03,True,8398.734,6.55,True,B-,11036.302,465.035,True,70952366.92300001,499.23,True
15,43,28,71,Ni,x,-55406.227999999996,2.237,True,8543.155999999999,0.032,True,B-,7304.899,2.688,True,70940518.964,2.401,True
13,42,29,71,Cu,x,-62711.127,1.49,True,8635.021999999999,0.021,True,B-,4617.651,3.0439999999999996,True,70932676.832,1.6,True
11,41,30,71,Zn,,-67328.777,2.654,True,8689.041,0.037000000000000005,True,B-,2810.3579999999997,2.775,True,70927719.58,2.8489999999999998,True
9,40,31,71,Ga,,-70139.135,0.812,True,8717.604,0.011000000000000001,True,B-,-232.638,0.223,True,70924702.536,0.871,True
7,39,32,71,Ge,,-69906.497,0.8340000000000001,True,8703.309000000001,0.012,True,B-,-2013.4,4.082,True,70924952.284,0.894,True
5,38,33,71,As,-,-67893.09700000001,4.167,True,8663.931999999999,0.059000000000000004,True,B-,-4746.59,5.0169999999999995,True,70927113.758,4.473,True
3,37,34,71,Se,x,-63146.507000000005,2.7939999999999996,True,8586.06,0.039,True,B-,-6644.089,6.082000000000001,True,70932209.432,3.0,True
1,36,35,71,Br,,-56502.418,5.402,True,8481.462,0.076,True,B-,-10175.212,128.845,True,70939342.156,5.7989999999999995,True
-1,35,36,71,Kr,,-46327.205,128.769,True,8327.13,1.814,True,B-,-14267.0,420.0,False,70950265.69600001,138.238,True
-3,34,37,71,Rb,x,-32060.0,400.0,False,8115.0,6.0,False,B-,,,True,70965582.0,429.0,False
22,47,25,72,Mn,x,-9900.0,600.0,False,7937.0,8.0,False,B-,18530.0,781.0,False,71989372.0,644.0,False
20,46,26,72,Fe,x,-28430.0,500.0,False,8184.0,7.0,False,B-,11769.0,640.0,False,71969479.0,537.0,False
18,45,27,72,Co,x,-40200.0,400.0,False,8336.0,6.0,False,B-,14027.0,400.0,False,71956844.0,429.0,False
16,44,28,72,Ni,x,-54226.06,2.237,True,8520.211,0.031,True,B-,5556.938,2.637,True,71941785.926,2.401,True
14,43,29,72,Cu,x,-59782.999,1.3969999999999998,True,8586.525,0.019,True,B-,8362.487,2.5580000000000003,True,71935820.307,1.5,True
12,42,30,72,Zn,x,-68145.48599999999,2.142,True,8691.805,0.03,True,B-,442.80699999999996,2.294,True,71926842.807,2.3,True
10,41,31,72,Ga,,-68588.293,0.8190000000000001,True,8687.089,0.011000000000000001,True,B-,3997.607,0.8220000000000001,True,71926367.434,0.878,True
8,40,32,72,Ge,,-72585.9,0.076,True,8731.745,0.001,True,B-,-4356.102,4.082,True,71922075.826,0.081,True
6,39,33,72,As,-,-68229.798,4.083,True,8660.378,0.057,True,B-,-361.61800000000005,4.5280000000000005,True,71926752.295,4.383,True
4,38,34,72,Se,x,-67868.18,1.956,True,8644.489,0.027000000000000003,True,B-,-8806.437,2.208,True,71927140.507,2.1,True
2,37,35,72,Br,x,-59061.742999999995,1.025,True,8511.312,0.013999999999999999,True,B-,-5121.168,8.076,True,71936594.607,1.1,True
0,36,36,72,Kr,x,-53940.575,8.011000000000001,True,8429.319,0.111,True,B-,-15611.0,500.0,False,71942092.407,8.6,True
-2,35,37,72,Rb,x,-38330.0,500.0,False,8202.0,7.0,False,B-,,,True,71958851.0,537.0,False
21,47,26,73,Fe,x,-22900.0,500.0,False,8106.0,7.0,False,B-,14518.0,640.0,False,72975416.0,537.0,False
19,46,27,73,Co,x,-37418.0,400.0,False,8295.0,5.0,False,B-,12690.0,400.0,False,72959830.0,429.0,False
17,45,28,73,Ni,x,-50108.152,2.423,True,8457.652,0.033,True,B-,8879.285,3.1039999999999996,True,72946206.683,2.6010000000000004,True
15,44,29,73,Cu,,-58987.437000000005,1.942,True,8568.569,0.027000000000000003,True,B-,6605.965999999999,2.6910000000000003,True,72936674.378,2.084,True
13,43,30,73,Zn,x,-65593.402,1.8630000000000002,True,8648.345,0.026000000000000002,True,B-,4105.932,2.506,True,72929582.582,2.0,True
11,42,31,73,Ga,x,-69699.335,1.6769999999999998,True,8693.873,0.023,True,B-,1598.1879999999999,1.6780000000000002,True,72925174.682,1.8,True
9,41,32,73,Ge,,-71297.523,0.057,True,8705.049,0.001,True,B-,-344.776,3.853,True,72923458.956,0.061,True
7,40,33,73,As,,-70952.747,3.853,True,8689.609,0.053,True,B-,-2725.36,7.399,True,72923829.089,4.136,True
5,39,34,73,Se,,-68227.387,7.4239999999999995,True,8641.558,0.102,True,B-,-4579.912,10.388,True,72926754.883,7.968999999999999,True
3,38,35,73,Br,x,-63647.475,7.266,True,8568.103000000001,0.1,True,B-,-7095.725,9.801,True,72931671.621,7.8,True
1,37,36,73,Kr,x,-56551.751,6.577999999999999,True,8460.184000000001,0.09,True,B-,-10470.0,200.0,False,72939289.195,7.061,True
-1,36,37,73,Rb,-p,-46082.0,200.0,False,8306.0,3.0,False,B-,-14131.0,448.0,False,72950529.0,215.0,False
-3,35,38,73,Sr,x,-31950.0,401.0,False,8102.0,5.0,False,B-,,,True,72965700.0,430.0,False
22,48,26,74,Fe,x,-19590.0,600.0,False,8061.0,8.0,False,B-,13230.0,781.0,False,73978969.0,644.0,False
20,47,27,74,Co,x,-32820.0,500.0,False,8229.0,7.0,False,B-,15636.0,537.0,False,73964766.0,537.0,False
18,46,28,74,Ni,x,-48456.0,196.0,False,8430.0,3.0,False,B-,7550.0,196.0,False,73947980.0,210.0,False
16,45,29,74,Cu,x,-56006.205,6.148,True,8521.562,0.083,True,B-,9750.507,6.642,True,73939874.862,6.6,True
14,44,30,74,Zn,x,-65756.712,2.515,True,8642.754,0.034,True,B-,2292.905,3.91,True,73929407.262,2.7,True
12,43,31,74,Ga,x,-68049.617,2.9939999999999998,True,8663.167,0.04,True,B-,5372.8240000000005,2.9939999999999998,True,73926945.72600001,3.214,True
10,42,32,74,Ge,,-73422.442,0.013000000000000001,True,8725.2,0.0,True,B-,-2562.387,1.693,True,73921177.762,0.013000000000000001,True
8,41,33,74,As,,-70860.054,1.693,True,8680.001,0.023,True,B-,1353.1470000000002,1.693,True,73923928.598,1.817,True
6,40,34,74,Se,,-72213.201,0.015,True,8687.715,0.0,True,B-,-6925.049,5.835,True,73922475.935,0.015,True
4,39,35,74,Br,,-65288.153,5.835,True,8583.561,0.079,True,B-,-2956.317,6.172999999999999,True,73929910.281,6.263999999999999,True
2,38,36,74,Kr,,-62331.835999999996,2.013,True,8533.038,0.027000000000000003,True,B-,-10415.827,3.424,True,73933084.017,2.161,True
0,37,37,74,Rb,,-51916.009000000005,3.0269999999999997,True,8381.712,0.040999999999999995,True,B-,-11089.0,100.0,False,73944265.868,3.2489999999999997,True
-2,36,38,74,Sr,x,-40827.0,100.0,False,8221.0,1.0,False,B-,,,True,73956170.0,107.0,False
23,49,26,75,Fe,x,-13640.0,600.0,False,7982.0,8.0,False,B-,16010.0,781.0,False,74985357.0,644.0,False
21,48,27,75,Co,x,-29649.0,500.0,False,8185.0,7.0,False,B-,14380.0,583.0,False,74968170.0,537.0,False
19,47,28,75,Ni,x,-44030.0,300.0,False,8366.0,4.0,False,B-,10441.0,300.0,False,74952732.0,322.0,False
17,46,29,75,Cu,x,-54471.34099999999,2.33,True,8495.094000000001,0.031,True,B-,8087.566999999999,3.042,True,74941522.606,2.501,True
15,45,30,75,Zn,x,-62558.907999999996,1.956,True,8592.497,0.026000000000000002,True,B-,5905.672,3.113,True,74932840.246,2.1,True
13,44,31,75,Ga,x,-68464.58,2.4219999999999997,True,8660.808,0.032,True,B-,3392.384,2.4219999999999997,True,74926500.246,2.6,True
11,43,32,75,Ge,-n,-71856.965,0.052000000000000005,True,8695.609,0.001,True,B-,1177.231,0.885,True,74922858.371,0.055,True
9,42,33,75,As,,-73034.195,0.884,True,8700.874,0.012,True,B-,-864.7139999999999,0.882,True,74921594.56199999,0.948,True
7,41,34,75,Se,,-72169.481,0.073,True,8678.913,0.001,True,B-,-3062.472,4.285,True,74922522.871,0.078,True
5,40,35,75,Br,x,-69107.009,4.285,True,8627.649,0.057,True,B-,-4783.385,9.167,True,74925810.57,4.6,True
3,39,36,75,Kr,x,-64323.624,8.104,True,8553.439,0.10800000000000001,True,B-,-7104.929,8.189,True,74930945.746,8.7,True
1,38,37,75,Rb,x,-57218.694,1.18,True,8448.275,0.016,True,B-,-10600.0,220.0,True,74938573.201,1.266,True
-1,37,38,75,Sr,-,-46618.694,220.003,True,8296.511,2.9330000000000003,True,B-,-14799.0,372.0,False,74949952.77,236.183,True
-3,36,39,75,Y,x,-31820.0,300.0,False,8089.0,4.0,False,B-,,,True,74965840.0,322.0,False
22,49,27,76,Co,x,-24510.0,600.0,False,8116.0,8.0,False,B-,17120.0,721.0,False,75973687.0,644.0,False
20,48,28,76,Ni,x,-41630.0,400.0,False,8331.0,5.0,False,B-,9346.0,400.0,False,75955308.0,429.0,False
18,47,29,76,Cu,x,-50975.985,6.707000000000001,True,8443.527,0.08800000000000001,True,B-,11327.031,6.8629999999999995,True,75945275.025,7.2,True
16,46,30,76,Zn,,-62303.015999999996,1.456,True,8582.273000000001,0.019,True,B-,3993.6240000000003,2.438,True,75933114.957,1.5619999999999998,True
14,45,31,76,Ga,x,-66296.64,1.956,True,8624.526,0.026000000000000002,True,B-,6916.249,1.956,True,75928827.625,2.1,True
12,44,32,76,Ge,,-73212.88900000001,0.018000000000000002,True,8705.235999999999,0.0,True,B-,-921.512,0.8859999999999999,True,75921402.72600001,0.019,True
10,43,33,76,As,-n,-72291.37700000001,0.8859999999999999,True,8682.815999999999,0.012,True,B-,2960.573,0.8859999999999999,True,75922392.01,0.951,True
8,42,34,76,Se,,-75251.95,0.016,True,8711.476999999999,0.0,True,B-,-4962.880999999999,9.322000000000001,True,75919213.704,0.017,True
6,41,35,76,Br,-,-70289.068,9.322000000000001,True,8635.882,0.12300000000000001,True,B-,-1275.355,10.149,True,75924541.57699999,10.007,True
4,40,36,76,Kr,,-69013.714,4.013,True,8608.806999999999,0.053,True,B-,-8534.633,4.121,True,75925910.72600001,4.308,True
2,39,37,76,Rb,x,-60479.081,0.938,True,8486.215,0.012,True,B-,-6231.441999999999,34.478,True,75935073.032,1.006,True
0,38,38,76,Sr,x,-54247.639,34.465,True,8393.929,0.45299999999999996,True,B-,-15768.0,302.0,False,75941762.761,37.0,True
-2,37,39,76,Y,x,-38480.0,300.0,False,8176.0,4.0,False,B-,,,True,75958690.0,322.0,False
23,50,27,77,Co,x,-21015.0,600.0,False,8070.0,8.0,False,B-,15785.0,781.0,False,76977440.0,644.0,False
21,49,28,77,Ni,x,-36800.0,500.0,False,8265.0,6.0,False,B-,11824.0,522.0,False,76960494.0,537.0,False
19,48,29,77,Cu,x,-48624.0,149.0,False,8408.0,2.0,False,B-,10165.0,149.0,False,76947800.0,160.0,False
17,47,30,77,Zn,,-58789.195,1.973,True,8530.003,0.026000000000000002,True,B-,7203.149,3.1239999999999997,True,76936887.199,2.117,True
15,46,31,77,Ga,x,-65992.344,2.4219999999999997,True,8613.39,0.031,True,B-,5220.518,2.4219999999999997,True,76929154.3,2.6,True
13,45,32,77,Ge,-n,-71212.86200000001,0.053,True,8671.028,0.001,True,B-,2703.4559999999997,1.694,True,76923549.844,0.055999999999999994,True
11,44,33,77,As,,-73916.318,1.693,True,8695.978000000001,0.022000000000000002,True,B-,683.17,1.693,True,76920647.564,1.817,True
9,43,34,77,Se,,-74599.488,0.062,True,8694.69,0.001,True,B-,-1364.68,2.81,True,76919914.15,0.067,True
7,42,35,77,Br,-,-73234.80900000001,2.8110000000000004,True,8666.806,0.037000000000000005,True,B-,-3065.366,3.424,True,76921379.19399999,3.017,True
5,41,36,77,Kr,x,-70169.443,1.956,True,8616.836,0.025,True,B-,-5338.951,2.351,True,76924670.0,2.1,True
3,40,37,77,Rb,x,-64830.492,1.304,True,8537.339,0.017,True,B-,-7027.055,8.024,True,76930401.6,1.4,True
1,39,38,77,Sr,x,-57803.435999999994,7.917999999999999,True,8435.918,0.10300000000000001,True,B-,-11365.0,203.0,False,76937945.455,8.5,True
-1,38,39,77,Y,-p,-46439.0,203.0,False,8278.0,3.0,False,B-,-14399.0,448.0,False,76950146.0,218.0,False
-3,37,40,77,Zr,x,-32040.0,400.0,False,8081.0,5.0,False,B-,,,True,76965604.0,429.0,False
22,50,28,78,Ni,x,-33890.0,600.0,False,8225.0,8.0,False,B-,10608.0,783.0,False,77963618.0,644.0,False
20,49,29,78,Cu,x,-44497.469000000005,503.00699999999995,True,8350.925,6.449,True,B-,12985.766000000001,503.01099999999997,True,77952230.0,540.0,True
18,48,30,78,Zn,,-57483.235,1.944,True,8507.379,0.025,True,B-,6222.715999999999,2.719,True,77938289.205,2.086,True
16,47,31,78,Ga,,-63705.95,1.903,True,8577.127,0.024,True,B-,8156.099,4.015,True,77931608.845,2.043,True
14,46,32,78,Ge,-nn,-71862.05,3.536,True,8671.663,0.045,True,B-,954.89,10.4,True,77922852.912,3.795,True
12,45,33,78,As,+pn,-72816.94,9.781,True,8673.875,0.125,True,B-,4209.004,9.782,True,77921827.795,10.5,True
10,44,34,78,Se,,-77025.944,0.179,True,8717.806,0.002,True,B-,-3573.784,3.575,True,77917309.243,0.191,True
8,43,35,78,Br,-,-73452.16,3.58,True,8661.959,0.046,True,B-,726.1160000000001,3.5839999999999996,True,77921145.859,3.842,True
6,42,36,78,Kr,,-74178.275,0.307,True,8661.238000000001,0.004,True,B-,-7242.857,3.252,True,77920366.341,0.32899999999999996,True
4,41,37,78,Rb,x,-66935.41900000001,3.237,True,8558.35,0.042,True,B-,-3761.4770000000003,8.125,True,77928141.868,3.475,True
2,40,38,78,Sr,x,-63173.941,7.452000000000001,True,8500.096,0.096,True,B-,-11001.0,298.0,False,77932179.98,8.0,True
0,39,39,78,Y,x,-52173.0,298.0,False,8349.0,4.0,False,B-,-11323.0,499.0,False,77943990.0,320.0,False
-2,38,40,78,Zr,x,-40850.0,400.0,False,8194.0,5.0,False,B-,,,True,77956146.0,429.0,False
23,51,28,79,Ni,x,-27570.0,600.0,False,8143.0,8.0,False,B-,14170.0,671.0,False,78970402.0,644.0,False
21,50,29,79,Cu,x,-41740.0,300.0,False,8312.0,4.0,False,B-,11692.0,300.0,False,78955190.0,322.0,False
